work_ID,work_species,work_author,trait_value_1.2.2,trait_value_1.6.3,trait_value_3.2.3,trait_value_4.1.3,agreement_1.2.2,cv_1.6.3,cv_3.2.3,cv_4.1.3,n_1.2.2,n_1.6.3,n_3.2.3,n_4.1.3,references_1.2.2,references_1.6.3,references_3.2.3,references_4.1.3
73514,Dimerocostus argenteus,(Ruiz & Pav.) Maas,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
73518,Diogenesia boliviana,(Britton) Sleumer,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73526,Dioscorea piperifolia,Humb. & Bonpl. ex Willd.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10223,10193",NA,NA,NA
73529,Diospyros artanthifolia,Mart. ex Miq.,tree,NA,NA,NA,1,NA,NA,NA,9,NA,NA,NA,"10203,10218,10219,10220,-10233,10246,10250,10262,10223,10350",NA,NA,NA
73530,Diospyros capreifolia,Mart. ex Hiern,tree,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,"10203,10218,10220,-10233,10246,10250,10262,10350",NA,NA,NA
73531,Diospyros manu,B.Walln.,tree,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10203,10246,10262,10350",NA,NA,NA
73532,Diplazium alienum,(Mett.) Hieron.,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10027,10218,10220",NA,NA,NA
73533,Diplazium ambiguum,Raddi,herb,1.5,NA,NA,1,0.471,NA,NA,1,2,NA,NA,"+10060,10218,10219,10220,10262","10136,10199",NA,NA
73534,Diplazium bicolor,Stolze,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10220",NA,NA,NA
73535,Diplazium bolivianum,M.Kessler & A.R.Sm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73536,Diplazium bombonasae,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10220",NA,NA,NA
73537,Diplazium buchtienii,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73538,Diplazium cuneifolium,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10222",NA,NA,NA
73539,Diplazium diplazioides,(Klotzsch & H.Karst.) Alston,herb,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10219,10220,10250",NA,NA,NA
73540,Diplazium lilloi,(Hicken) R.M.Tryon & A.F.Tryon,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10222",NA,NA,NA
73541,Diplazium lindbergii,(Mett.) Christ,herb,2.5,NA,NA,1,NA,NA,NA,1,1,NA,NA,"+10060,10218,10220,10250,10262",10136,NA,NA
73542,Diplazium macrophyllum,Desv.,herb,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10219,10220,10250",NA,NA,NA
73543,Diplazium mapiriense,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73544,Diplazium petiolulatum,(Stolze) A.R.Sm.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
73545,Diplazium pinnatifidum,Kunze,herb,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10219,10220,10250",NA,NA,NA
73547,Diplazium roemerianum,(Kunze) C.Presl,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10220,10250,10262",NA,NA,NA
73548,Diplazium stuebelianum,(Hieron.) Stolze,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10220",NA,NA,NA
73549,Diplazium yuyoense,M.Kessler & A.R.Sm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73550,Diploon cuspidatum,(Hoehne) Cronquist,tree,21,2,NA,1,NA,NA,NA,1,1,1,NA,"+10060,10203,10218,10220,-10233,10246,10262,10223,10350",10199,10244,NA
73552,Diplostephium haenkei,Wedd.,shrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
73553,Diplotropis brasiliensis,(Tul.) Benth.,tree,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,"10203,10246,10262,10223,10350",NA,NA,NA
73554,Diplotropis martiusii,Benth.,tree,20,NA,NA,1,NA,NA,NA,6,1,NA,NA,"10203,10246,10250,10262,10223,10350",10199,NA,NA
73555,Diplotropis peruviana,J.F.Macbr.,tree,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,"10203,10218,10246,10250,10262,10223,10350",NA,NA,NA
73556,Diplotropis purpurea,(Rich.) Amshoff,tree,25,0.16,NA,1,NA,NA,NA,9,1,1,NA,"10203,10218,10219,10220,-10233,10246,10250,10262,10223,10350",10199,10255,NA
73558,Dipteryx micrantha,Harms,tree,NA,NA,NA,1,NA,NA,NA,8,NA,NA,NA,"10203,10218,10220,-10233,10246,10250,10262,10223,10350",NA,NA,NA
73559,Dipteryx odorata,(Aubl.) Forsyth f.,tree,30,6.06,86,1,NA,NA,NA,8,1,1,1,"10203,10218,-10233,10246,10250,10262,10223,229,10350",10199,10255,10260
73562,Discophora guianensis,Miers,tree,NA,NA,NA,0.889,NA,NA,NA,9,NA,NA,NA,"10203,10218,10220,-10233,10246,10262,10223,10350,10219,10250",NA,NA,NA
73563,Pseudorhipsalis amazonica,(K.Schum.) Ralf Bauer,herb,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10250,10219",NA,NA,NA
73565,Disterigma alaternoides,(Kunth) Nied.,shrub,4,NA,NA,0.875,NA,NA,NA,4,1,NA,NA,"10219,10220,-10233,10250,10218",10199,NA,NA
73566,Disterigma empetrifolium,(Kunth) Nied.,shrub,0.5,NA,NA,0.75,NA,NA,NA,4,1,NA,NA,"10219,10250,10223",10199,NA,NA
73567,Disterigma ovatum,(Rusby) S.F.Blake,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73568,Disterigma pernettyoides,(Griseb. ex Wedd.) Nied.,shrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10223,10218",NA,NA,NA
73569,Distichia filamentosa,Buchenau,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
73570,Distichia muscoides,Nees & Meyen,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10220,10250,10223",NA,NA,NA
73573,Amphilophium granulosum,(Klotzsch) L.G.Lohmann,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
73578,Doliocarpus amazonicus,Sleumer,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"-10233,10262",NA,NA,NA
73579,Doliocarpus macrocarpus,Mart. ex Eichler,shrub,NA,0.175,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10255,NA
73581,Doliocarpus major,J.F.Gmel.,shrub,NA,0.077,NA,1,NA,NA,NA,2,NA,1,NA,"10250,10262",NA,10197,NA
73582,Doliocarpus novogranatensis,Kubitzki,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
73584,Dorstenia peruviana,C.C.Berg,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,-10233,10223",NA,NA,NA
73585,Dorstenia umbricola,A.C.Sm.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10220,10223",NA,NA,NA
73589,Draba discoidea,Wedd.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73590,Dracontium spruceanum,(Schott) G.H.Zhu,herb,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,"10219,10220,10250,10262,10223",NA,NA,NA
73591,Dracontium plowmanii,G.H.Zhu & Croat,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"-10233,10193",NA,NA,NA
73592,Dracontium ulei,K.Krause,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
73593,Drymonia candida,Hanst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10223,NA,NA,NA
73596,Drymonia foliacea,(Rusby) Wiehler,herb,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10250,10218",NA,NA,NA
73597,Drymonia semicordata,(Poepp.) Wiehler,herb,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10223,10250",NA,NA,NA
73598,Dryopteris saffordii,C.Chr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73599,Drypetes amazonica,Steyerm.,tree,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,"10203,10218,-10233,10246,10262,10223,10350",NA,NA,NA
73600,Duguetia flagellaris,Huber,tree,NA,NA,NA,0.722,NA,NA,NA,9,NA,NA,NA,"10203,10218,10219,-10233,10246,10250,10262,10350",NA,NA,NA
73601,Duguetia hadrantha,(Diels) R.E.Fr.,tree,NA,NA,NA,0.812,NA,NA,NA,8,NA,NA,NA,"10203,10218,10220,-10233,10246,10262,10350,10250",NA,NA,NA
73602,Duguetia lucida,Urb.,tree,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,"10203,10218,-10233,10246,10250,10262,10350",NA,NA,NA
73603,Duguetia quitarensis,Benth.,tree,NA,0.425,NA,1,NA,NA,NA,8,NA,1,NA,"10203,10218,10220,-10233,10246,10250,10262,10223,10350",NA,10255,NA
73604,Duguetia spixiana,Mart.,tree,NA,NA,NA,1,NA,NA,NA,8,NA,NA,NA,"10203,10218,10220,-10233,10246,10250,10262,10223,10350",NA,NA,NA
73609,Duranta mandonii,Moldenke,shrub,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10220,10250,10223",NA,NA,NA
73611,Duranta sprucei,Briq.,shrub,NA,NA,NA,0.8,NA,NA,NA,5,NA,NA,NA,"10136,10218,10262,10223",NA,NA,NA
73612,Duroia genipoides,Hook.f. ex K.Schum.,tree,NA,NA,NA,0.917,NA,NA,NA,6,NA,NA,NA,"10203,10218,10246,10262,10350,10250",NA,NA,NA
73613,Duroia petiolaris,Spruce ex K.Schum.,tree,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,"10220,10246,10250,10262,10223,10350",NA,NA,NA
73614,Ecclinusa lanceolata,(Mart. & Eichler) Pierre,tree,NA,NA,NA,1,NA,NA,NA,9,NA,NA,NA,"10203,10218,10219,10220,-10233,10246,10250,10262,10223,10350",NA,NA,NA
73615,Eccremis coarctata,(Ruiz & Pav.) Baker,herb,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,"10218,10219,10220,10250,10262",NA,NA,NA
73618,Echinopsis lageniformis,(C.F.Först.) H.Friedrich & G.D.Rowley,tree,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10246",NA,NA,NA
73619,Echinopsis maximiliana,Heyder ex A.Dietr.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73621,Eirmocephala cainarachiensis,(Hieron.) H.Rob.,shrub,NA,NA,NA,0.875,NA,NA,NA,4,NA,NA,NA,"10218,10220,10223,10246",NA,NA,NA
73623,Elaeagia mariae,Wedd.,tree,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10203,10218,10246,10223",NA,NA,NA
73624,Elaeagia microcarpa,Steyerm.,tree,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10246,10350",NA,NA,NA
73627,Elaeagia utilis,(Goudot) Wedd.,tree,NA,NA,NA,0.9,NA,NA,NA,5,NA,NA,NA,"10203,10219,10220,10246,10250",NA,NA,NA
73629,Elaphoglossum acutifolium,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73630,Elaphoglossum affine,(M.Martens & Galeotti) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
73631,Elaphoglossum amphioxys,Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
73632,Elaphoglossum amplum,Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73633,Elaphoglossum andicola,T.Moore,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10250",NA,NA,NA
73634,Elaphoglossum angustius,Mickel,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10250,10262",NA,NA,NA
73636,Elaphoglossum auricomum,(Kunze) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10220,10250",NA,NA,NA
73639,Elaphoglossum barbatum,(Karst.) Hieron.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
73640,Elaphoglossum bellermannianum,(Klotzsch) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
73642,Elaphoglossum brachyneuron,(Fée) J.Sm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10250,10262",NA,NA,NA
73643,Elaphoglossum buchtienii,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10250",NA,NA,NA
73644,Elaphoglossum burchellii,(Baker) C.Chr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10219,10222,10250,10262",NA,NA,NA
73646,Elaphoglossum castaneum,Diels,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10219,10250",NA,NA,NA
73647,Elaphoglossum ciliatum,(C.Presl) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10027,10219,10250",NA,NA,NA
73648,Elaphoglossum confusum,Christ,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
73650,Elaphoglossum cotapatense,M.Kessler & Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73651,Elaphoglossum crassipes,Diels,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
73653,Elaphoglossum cuspidatum,(Willd.) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10219,10220,10250",NA,NA,NA
73654,Elaphoglossum dannoritzeri,M.Kessler,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73655,Elaphoglossum delasotae,Mickel,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10250",NA,NA,NA
73656,Elaphoglossum discolor,C.Chr.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10250,10262",NA,NA,NA
73657,Elaphoglossum dolichopus,Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73658,Elaphoglossum eatonianum,C.Chr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73659,Elaphoglossum eximium,(Mett.) Christ,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10250",NA,NA,NA
73660,Elaphoglossum flaccidum,(Fée) T.Moore,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
73661,Elaphoglossum glabrescens,A.Vasco,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73662,Elaphoglossum glaucescens,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73663,Elaphoglossum gonzalesiae,M.Kessler & Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73664,Elaphoglossum guentheri,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73665,Elaphoglossum hartwegii,T.Moore,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10250",NA,NA,NA
73666,Elaphoglossum haynaldii,(Sodiro) I.Losch,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10220,10250",NA,NA,NA
73667,Elaphoglossum herpestes,Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73668,Elaphoglossum heteromorphum,(Klotzsch) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10219,10220,10250",NA,NA,NA
73671,Elaphoglossum inquisitivum,M.Kessler & Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73673,Elaphoglossum killipii,Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73674,Elaphoglossum laminarioides,(Bory) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10250,10262",NA,NA,NA
73675,Elaphoglossum lasioglottis,Mickel,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10220,10250",NA,NA,NA
73676,Elaphoglossum laxepaleaceum,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73677,Elaphoglossum lechlerianum,(Mett.) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10219,10220,10250",NA,NA,NA
73679,Elaphoglossum lingua,(C.Presl) Brack.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10219,10220,10250,10262",NA,NA,NA
73680,Elaphoglossum luridum,Christ,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10250,10262",NA,NA,NA
73682,Elaphoglossum madidiense,M.Kessler & Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73683,Elaphoglossum mathewsii,(Fée) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
73685,Elaphoglossum melancholicum,Vareschi,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10250",NA,NA,NA
73686,Elaphoglossum molle,C.Chr.,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10220,10250",NA,NA,NA
73687,Elaphoglossum moorei,Christ,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
73688,Elaphoglossum murinum,M.Kessler & Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73689,Elaphoglossum neei,M.Kessler & Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73691,Elaphoglossum nigrescens,(Hook.) Diels,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10250,10262",NA,NA,NA
73692,Elaphoglossum nigrocostatum,Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73693,Elaphoglossum notatum,(Fée) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10250",NA,NA,NA
73694,Elaphoglossum odontolepis,Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
73695,Elaphoglossum oophyllum,Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73696,Elaphoglossum orbignyanum,(Fée) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10220,10250",NA,NA,NA
73697,Elaphoglossum pachyphyllum,(Kunze) C.Chr.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10220",NA,NA,NA
73698,Elaphoglossum papillosum,Christ,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10250",NA,NA,NA
73699,Elaphoglossum paucinervium,M.Kessler & Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73700,Elaphoglossum petiolosum,(Desv.) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10219,10250",NA,NA,NA
73701,Elaphoglossum productum,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10219,10250",NA,NA,NA
73702,Elaphoglossum rosenstockii,Christ,herb,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10219,10220,10250",NA,NA,NA
73704,Elaphoglossum pulchrum,M.Kessler & Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73705,Elaphoglossum pumilio,Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73706,Elaphoglossum raywaense,(Jenman) Alston,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10250,10262",NA,NA,NA
73707,Elaphoglossum semisubulatum,R.C.Moran & Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73708,Elaphoglossum setigerum,(Sodiro) Diels,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
73709,Elaphoglossum squamipes,(Hook.) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10250,10262",NA,NA,NA
73710,Elaphoglossum squarrosum,(Klotzsch) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
73711,Elaphoglossum subarborescens,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10262",NA,NA,NA
73712,Elaphoglossum succubus,Mickel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
73715,Elaphoglossum unduaviense,Rosenst.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10250",NA,NA,NA
73717,Elaphoglossum yungense,de la Sota,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
73718,Eleocharis capillacea,Kunth,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10220,10222,10250,10262",NA,NA,NA
73719,Eleocharis eglerioides,S.González & Reznicek,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10262",NA,NA,NA
73721,Elleanthus aurantiacus,(Lindl.) Rchb.f.,herb,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,"10218,10219,10220,10250,10223",NA,NA,NA
73722,Elleanthus setosus,Schltr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73723,Emmeorhiza umbellata,(Spreng.) K.Schum.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
73724,Emmotum floribundum,R.A.Howard,tree,NA,NA,NA,0.9,NA,NA,NA,5,NA,NA,NA,"-10233,10246,10250,10262,10223,10350",NA,NA,NA
73725,Prosthechea grammatoglossa,(Rchb.f.) W.E.Higgins,herb,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10250,10262,10223",NA,NA,NA
73726,Encyclia thrombodes,(Rchb.f.) Schltr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73727,Endlicheria acuminata,Kosterm.,tree,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,"10218,10220,10246,10250,10262,10223,10350",NA,NA,NA
73728,Endlicheria aurea,Chanderb.,tree,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10218,10246,10250,10350",NA,NA,NA
73729,Endlicheria bracteata,Mez,tree,NA,NA,NA,0.857,NA,NA,NA,7,NA,NA,NA,"10203,10220,-10233,10246,10250,10262,10350",NA,NA,NA
73730,Endlicheria canescens,Chanderbali,tree,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,"10218,-10233,10246,10250,10262,10350",NA,NA,NA
73731,Endlicheria chalisea,Chanderbali,tree,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,"10203,10218,10246,10250,10262,10350",NA,NA,NA
73732,Endlicheria coriacea,Chanderb.,tree,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10246,10262,10350",NA,NA,NA
73733,Endlicheria dysodantha,(Ruiz & Pav.) Mez,tree,NA,1.23,NA,0.786,NA,NA,NA,7,NA,1,NA,"10220,-10233,10246,10250,10262,10350,10218",NA,10255,NA
73734,Endlicheria formosa,A.C.Sm.,tree,NA,NA,NA,1,NA,NA,NA,8,NA,NA,NA,"10203,10218,10220,-10233,10246,10250,10262,10223,10350",NA,NA,NA
73735,Endlicheria krukovii,(A.C.Sm.) Kosterm.,tree,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,"10218,-10233,10246,10250,10262,10223,10350",NA,NA,NA
73736,Endlicheria multiflora,(Miq.) Mez,tree,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,"10203,-10233,10246,10262,10350",NA,NA,NA
73737,Endlicheria metallica,Kosterm.,tree,NA,NA,NA,1,NA,NA,NA,8,NA,NA,NA,"10203,10218,10219,-10233,10246,10250,10262,10223,10350",NA,NA,NA
73738,Endlicheria pyriformis,(Nees) Mez,tree,NA,NA,NA,0.857,NA,NA,NA,7,NA,NA,NA,"10203,10218,10246,10250,10223,10350",NA,NA,NA
73740,Endlicheria ruforamula,Chanderb.,tree,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,"10027,10203,10218,10246,10250,10262,10350",NA,NA,NA
73741,Endlicheria szyszylowiczii,Mez,tree,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,"10218,10246,10250,10262,10223,10350",NA,NA,NA
73742,Endlicheria tschudyana,(Lasser) Kosterm.,tree,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10219,-10233,10250,10350",NA,NA,NA
73743,Englerocharis peruviana,Muschl.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10223",NA,NA,NA
73744,Enterolobium barnebianum,Mesquita & M.F.Silva,tree,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,"10203,10220,-10233,10246,10250,10262,10223,10350",NA,NA,NA
73745,Enterolobium maximum,Ducke,tree,35,NA,NA,1,NA,NA,NA,5,1,NA,NA,"10203,10218,-10233,10246,10262,10350",10199,NA,NA
73746,Enterolobium schomburgkii,(Benth.) Benth.,tree,25,0.0553,NA,1,NA,NA,NA,8,1,1,NA,"10203,10218,10219,-10233,10246,10250,10262,10223,10350",10199,10255,NA
73747,Enterolobium timbouva,Mart.,tree,15,0.2,NA,1,NA,NA,NA,1,1,1,NA,"+10060,10222,10262",10199,10255,NA
73748,Epidendrum alopecurum,Schltr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10218,NA,NA,NA
73749,Epidendrum alpicola,Rchb.f. & Warsz.,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10250,10223",NA,NA,NA
73750,Epidendrum amplum,D.E.Benn. & Christenson,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10193",NA,NA,NA
73751,Epidendrum armeniacum,Lindl.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10262",NA,NA,NA
